timestamp,source_ip,destination_ip,protocol,source_port,destination_port,packets,bytes,scenario
2026-09-10 17:55:11.623931134,192.168.10.10,52.95.110.20,TCP,55506,443,15,9598,normal
2026-09-10 17:55:12.121543780,192.168.10.21,17.253.144.10,TCP,50016,443,15,8080,normal
2026-09-10 17:55:16.628807736,192.168.10.21,157.240.1.35,TCP,53662,443,3,2242,normal
2026-09-10 17:55:26.821058650,192.168.10.20,192.168.10.1,UDP,62650,53,23,16805,normal
2026-09-10 17:55:27.449473851,192.168.10.11,142.250.185.46,TCP,49325,443,7,6049,normal
2026-09-10 17:55:27.974234425,192.168.10.21,142.250.185.46,TCP,50687,443,1,623,normal
2026-09-10 17:55:31.304970006,192.168.10.10,162.159.200.1,UDP,58671,123,11,4989,normal
2026-09-10 17:55:33.393782448,192.168.10.10,52.95.110.20,TCP,51587,443,7,3614,normal
2026-09-10 17:55:33.595456148,192.168.10.20,151.101.1.69,TCP,63897,443,34,26546,normal
2026-09-10 17:55:34.281651650,192.168.10.20,140.82.112.3,TCP,49816,443,2,1445,normal
2026-09-10 17:55:36.700676875,192.168.10.10,52.95.110.20,TCP,52344,443,5,1736,normal
2026-09-10 17:55:39.635215346,192.168.10.10,192.168.10.1,UDP,51614,53,14,7256,normal
2026-09-10 17:55:40.071055871,192.168.10.20,142.250.185.46,TCP,55175,443,10,7607,normal
2026-09-10 17:55:40.581952751,192.168.10.20,142.250.185.46,TCP,62346,443,40,25264,normal
2026-09-10 17:55:41.160711280,192.168.10.11,45.57.40.1,TCP,65166,443,13,13541,normal
2026-09-10 17:55:41.585708145,192.168.10.21,17.253.144.10,TCP,53103,443,5,2830,normal
2026-09-10 17:55:44.364729161,192.168.10.12,34.231.20.5,TCP,55092,8883,3,421,normal
2026-09-10 17:55:46.125923067,192.168.10.10,52.95.110.20,TCP,50346,443,1,528,normal
2026-09-10 17:55:49.771316448,192.168.10.20,13.107.42.14,TCP,60214,443,6,4007,normal
2026-09-10 17:55:50.510563968,192.168.10.20,13.107.42.14,TCP,58594,443,78,43451,normal
2026-09-10 17:55:50.934116099,192.168.10.20,142.250.185.46,TCP,63697,443,1,694,normal
2026-09-10 17:55:54.364881180,192.168.10.20,13.107.42.14,TCP,65195,443,4,3215,normal
2026-09-10 17:55:54.794831693,192.168.10.20,140.82.112.3,TCP,58692,443,3,2685,normal
2026-09-10 17:55:54.837565763,192.168.10.21,157.240.1.35,TCP,52734,443,41,23238,normal
2026-09-10 17:55:55.229605896,192.168.10.20,142.250.185.46,TCP,50510,443,12,9336,normal
2026-09-10 17:55:56.367548353,192.168.10.21,17.253.144.10,TCP,53163,443,12,7966,normal
2026-09-10 17:55:59.006372428,192.168.10.11,45.57.40.1,TCP,56083,443,41,63368,normal
2026-09-10 17:56:03.854455427,192.168.10.13,54.239.28.85,TCP,51440,443,25,7142,normal
2026-09-10 17:56:05.076374884,192.168.10.20,192.168.10.1,UDP,54066,53,32,19520,normal
2026-09-10 17:56:07.183760684,192.168.10.20,13.107.42.14,TCP,50463,443,11,7959,normal
2026-09-10 17:56:08.219298773,192.168.10.21,157.240.1.35,TCP,57193,443,24,13406,normal
2026-09-10 17:56:08.757946251,192.168.10.20,192.168.10.1,UDP,60082,53,9,5573,normal
2026-09-10 17:56:10.714422295,192.168.10.20,192.168.10.1,UDP,59912,53,15,11998,normal
2026-09-10 17:56:12.803737150,192.168.10.20,142.250.185.46,TCP,59869,443,6,4092,normal
2026-09-10 17:56:14.364376142,192.168.10.21,157.240.1.35,TCP,64368,443,21,14732,normal
2026-09-10 17:56:14.586913023,192.168.10.10,52.95.110.20,TCP,57776,443,9,5720,normal
2026-09-10 17:56:17.709031942,192.168.10.13,54.239.28.85,TCP,62270,443,4,824,normal
2026-09-10 17:56:19.678438327,192.168.10.12,34.231.20.5,TCP,51025,8883,6,918,normal
2026-09-10 17:56:23.223031812,192.168.10.20,142.250.185.46,TCP,65065,443,3,2407,normal
2026-09-10 17:56:23.729767084,192.168.10.21,157.240.1.35,TCP,56669,443,1,575,normal
2026-09-10 17:56:24.810848098,192.168.10.20,192.168.10.1,UDP,61300,53,14,9101,normal
2026-09-10 17:56:26.614350074,192.168.10.21,17.253.144.10,TCP,63100,443,38,23627,normal
2026-09-10 17:56:27.324151939,192.168.10.20,192.168.10.1,UDP,59493,53,7,4071,normal
2026-09-10 17:56:30.758676413,192.168.10.20,140.82.112.3,TCP,59521,443,22,13503,normal
2026-09-10 17:56:31.701559188,192.168.10.20,192.168.10.1,UDP,52780,53,20,13357,normal
2026-09-10 17:56:33.136544305,192.168.10.21,157.240.1.35,TCP,59855,443,11,8327,normal
2026-09-10 17:56:33.976280263,192.168.10.10,52.95.110.20,TCP,64836,443,58,32078,normal
2026-09-10 17:56:36.319106450,192.168.10.20,13.107.42.14,TCP,52041,443,16,8897,normal
2026-09-10 17:56:43.205654940,192.168.10.21,17.253.144.10,TCP,55015,443,7,4440,normal
2026-09-10 17:56:44.408286500,192.168.10.20,192.168.10.1,UDP,50415,53,18,10999,normal
2026-09-10 17:56:44.612841526,192.168.10.20,192.168.10.1,UDP,52313,53,1,797,normal
2026-09-10 17:56:45.042562891,192.168.10.11,192.168.10.1,UDP,52619,53,29,21773,normal
2026-09-10 17:56:46.809234827,192.168.10.11,23.62.99.10,TCP,58257,80,49,35048,normal
2026-09-10 17:56:46.872670440,192.168.10.13,54.239.28.85,TCP,55575,23,23,1840,unusual_port
2026-09-10 17:56:49.639793221,192.168.10.20,192.168.10.1,UDP,54328,53,1,594,normal
2026-09-10 17:56:49.859687220,192.168.10.20,140.82.112.3,TCP,56260,443,9,6230,normal
2026-09-10 17:56:56.175952218,192.168.10.11,45.57.40.1,TCP,65305,443,1,734,normal
2026-09-10 17:57:05.419966273,192.168.10.20,192.168.10.1,UDP,54799,53,37,30042,normal
2026-09-10 17:57:06.413348425,192.168.10.21,157.240.1.35,TCP,60015,443,1,692,normal
2026-09-10 17:57:07.501250419,192.168.10.10,162.159.200.1,UDP,59395,123,1,560,normal
2026-09-10 17:57:09.271651999,192.168.10.21,17.253.144.10,TCP,58853,443,9,4178,normal
2026-09-10 17:57:10.947971112,192.168.10.10,52.95.110.20,TCP,63517,443,1,486,normal
2026-09-10 17:57:11.128972007,192.168.10.11,142.250.185.46,TCP,59521,443,7,6119,normal
2026-09-10 17:57:11.684498492,192.168.10.21,17.253.144.10,TCP,56058,443,18,10163,normal
2026-09-10 17:57:14.308090772,192.168.10.10,192.168.10.1,UDP,61404,53,73,30837,normal
2026-09-10 17:57:22.606365810,192.168.10.21,192.168.10.1,UDP,54942,53,26,17794,normal
2026-09-10 17:57:25.459003765,192.168.10.13,192.168.10.1,UDP,56292,53,16,4901,normal
2026-09-10 17:57:28.010166505,192.168.10.21,17.253.144.10,TCP,53977,443,2,1215,normal
2026-09-10 17:57:28.091054181,192.168.10.21,192.168.10.1,UDP,54655,53,4,2240,normal
2026-09-10 17:57:29.117956127,192.168.10.20,142.250.185.46,TCP,56462,443,18,13651,normal
2026-09-10 17:57:29.649593948,192.168.10.20,192.168.10.1,UDP,53590,53,39,27524,normal
2026-09-10 17:57:32.603338468,192.168.10.20,13.107.42.14,TCP,64480,443,4,3847,normal
2026-09-10 17:57:34.239598853,192.168.10.21,142.250.185.46,TCP,51131,443,1,734,normal
2026-09-10 17:57:36.323178356,192.168.10.21,157.240.1.35,TCP,61356,443,17,11741,normal
2026-09-10 17:57:38.714605885,192.168.10.20,13.107.42.14,TCP,58878,443,33,24290,normal
2026-09-10 17:57:38.883062880,192.168.10.20,140.82.112.3,TCP,59503,443,1,804,normal
2026-09-10 17:57:39.223291260,192.168.10.11,142.250.185.46,TCP,59863,443,52,56199,normal
2026-09-10 17:57:40.839426213,192.168.10.21,17.253.144.10,TCP,61650,443,4,2221,normal
2026-09-10 17:57:42.830179191,192.168.10.20,13.107.42.14,TCP,52831,443,9,7133,normal
2026-09-10 17:57:50.062454795,192.168.10.11,45.57.40.1,TCP,65099,443,9,8707,normal
2026-09-10 17:57:50.309161362,192.168.10.21,17.253.144.10,TCP,55852,443,2,1283,normal
2026-09-10 17:57:51.956522760,192.168.10.21,157.240.1.35,TCP,52698,443,13,9202,normal
2026-09-10 17:57:54.316246556,192.168.10.20,13.107.42.14,TCP,64924,443,4,2864,normal
2026-09-10 17:57:55.310363149,192.168.10.21,142.250.185.46,TCP,65112,443,1,568,normal
2026-09-10 17:57:55.853803916,192.168.10.12,192.168.10.1,UDP,59875,53,6,1134,normal
2026-09-10 17:57:57.020186921,192.168.10.21,17.253.144.10,TCP,57678,443,5,2537,normal
2026-09-10 17:57:57.355026340,192.168.10.20,142.250.185.46,TCP,56690,443,18,10727,normal
2026-09-10 17:57:58.821287758,192.168.10.20,192.168.10.1,UDP,52044,53,45,32023,normal
2026-09-10 17:58:02.216125832,192.168.10.11,45.57.40.1,TCP,58825,443,26,18454,normal
2026-09-10 17:58:03.382566655,192.168.10.13,162.159.200.1,UDP,55914,123,24,6496,normal
2026-09-10 17:58:06.340089570,192.168.10.20,192.168.10.1,UDP,61157,53,46,29570,normal
2026-09-10 17:58:13.427748878,192.168.10.12,34.231.20.5,TCP,49599,8883,6,1173,normal
2026-09-10 17:58:13.936456436,192.168.10.20,142.250.185.46,TCP,58844,443,44,32038,normal
2026-09-10 17:58:15.379270242,192.168.10.20,151.101.1.69,TCP,58727,443,12,7388,normal
2026-09-10 17:58:15.689376925,192.168.10.11,142.250.185.46,TCP,55922,443,10,10353,normal
2026-09-10 17:58:15.932341344,192.168.10.21,157.240.1.35,TCP,55148,443,29,15182,normal
2026-09-10 17:58:20.300781885,192.168.10.10,52.95.110.20,TCP,63908,443,5,3349,normal
2026-09-10 17:58:33.171167398,192.168.10.20,142.250.185.46,TCP,59612,443,6,4224,normal
2026-09-10 17:58:33.809516376,192.168.10.20,13.107.42.14,TCP,54759,443,33,20882,normal
2026-09-10 17:58:36.592637796,192.168.10.11,45.57.40.1,TCP,55707,443,37,39724,normal
2026-09-10 17:58:36.882821314,192.168.10.21,157.240.1.35,TCP,56864,443,19,9541,normal
2026-09-10 17:58:37.004393411,192.168.10.21,17.253.144.10,TCP,56149,443,16,11929,normal
2026-09-10 17:58:37.698156463,192.168.10.10,52.95.110.20,TCP,49772,443,16,8785,normal
2026-09-10 17:58:42.793658023,192.168.10.21,17.253.144.10,TCP,62846,443,2,1336,normal
2026-09-10 17:58:46.108883689,192.168.10.20,142.250.185.46,TCP,57307,443,48,28715,normal
2026-09-10 17:58:48.257740371,192.168.10.20,151.101.1.69,TCP,52137,443,34,22851,normal
2026-09-10 17:58:49.860346166,192.168.10.21,157.240.1.35,TCP,64843,443,17,10217,normal
2026-09-10 17:58:49.884770603,192.168.10.21,157.240.1.35,TCP,61461,443,23,12241,normal
2026-09-10 17:58:53.389775956,192.168.10.21,17.253.144.10,TCP,62489,443,12,5439,normal
2026-09-10 17:58:54.246246742,192.168.10.10,52.95.110.20,TCP,56390,443,63,46443,normal
2026-09-10 17:58:55.041241496,192.168.10.12,34.231.20.5,TCP,51017,8883,1,150,normal
2026-09-10 17:58:56.050284382,192.168.10.10,52.95.110.20,TCP,52848,443,4,2214,normal
2026-09-10 17:59:02.178745493,192.168.10.10,52.95.110.20,TCP,53808,443,31,18339,normal
2026-09-10 17:59:04.640211733,192.168.10.20,142.250.185.46,TCP,65233,443,14,10556,normal
2026-09-10 17:59:05.433811185,192.168.10.20,192.168.10.1,UDP,58000,53,9,6025,normal
2026-09-10 17:59:06.742307486,192.168.10.21,17.253.144.10,TCP,56977,443,19,14338,normal
2026-09-10 17:59:08.049933705,192.168.10.21,17.253.144.10,TCP,53518,443,1,754,normal
2026-09-10 17:59:10.312618991,192.168.10.11,45.57.40.1,TCP,55029,443,21,17366,normal
2026-09-10 17:59:15.239298497,192.168.10.10,52.95.110.20,TCP,61829,443,8,4189,normal
2026-09-10 17:59:20.071677710,192.168.10.13,54.239.28.85,TCP,60667,443,8,2738,normal
2026-09-10 17:59:21.743448674,192.168.10.21,157.240.1.35,TCP,56610,443,17,9763,normal
2026-09-10 17:59:22.356120122,192.168.10.21,157.240.1.35,TCP,57558,443,24,13765,normal
2026-09-10 17:59:22.542364488,192.168.10.20,192.168.10.1,UDP,53871,53,13,6789,normal
2026-09-10 17:59:23.948478812,192.168.10.11,45.57.40.1,TCP,65214,443,16,20439,normal
2026-09-10 17:59:25.947834732,192.168.10.21,157.240.1.35,TCP,58569,443,13,7682,normal
2026-09-10 17:59:26.190639882,192.168.10.21,157.240.1.35,TCP,50675,443,10,6771,normal
2026-09-10 17:59:27.953680519,192.168.10.20,192.168.10.1,UDP,62697,53,9,4537,normal
2026-09-10 17:59:28.780390531,192.168.10.20,142.250.185.46,TCP,54453,443,29,21734,normal
2026-09-10 17:59:29.973771966,192.168.10.21,192.168.10.1,UDP,54389,53,1,590,normal
2026-09-10 17:59:30.588846458,192.168.10.12,34.231.20.5,TCP,60019,8883,6,1020,normal
2026-09-10 17:59:31.755648451,192.168.10.10,52.95.110.20,TCP,60802,443,7,3623,normal
2026-09-10 17:59:34.285085014,192.168.10.11,192.168.10.1,UDP,51416,53,2,1533,normal
2026-09-10 17:59:34.299602203,192.168.10.21,157.240.1.35,TCP,60372,443,9,5867,normal
2026-09-10 17:59:36.401872677,192.168.10.21,192.168.10.1,UDP,52106,53,1,445,normal
2026-09-10 17:59:39.670349848,192.168.10.11,45.57.40.1,TCP,59920,443,9,10616,normal
2026-09-10 17:59:40.086366927,192.168.10.10,52.95.110.20,TCP,58838,443,61,28404,normal
2026-09-10 17:59:41.082053454,192.168.10.13,54.239.28.85,TCP,63050,443,4,1254,normal
2026-09-10 17:59:43.753136656,192.168.10.20,142.250.185.46,TCP,54852,443,54,40011,normal
2026-09-10 17:59:43.786551665,192.168.10.20,151.101.1.69,TCP,54491,443,48,27271,normal
2026-09-10 17:59:45.194538864,192.168.10.11,45.57.40.1,TCP,55513,443,6,6318,normal
2026-09-10 17:59:46.305056682,192.168.10.20,142.250.185.46,TCP,65129,443,15,11015,normal
2026-09-10 17:59:50.536897398,192.168.10.20,142.250.185.46,TCP,58294,443,8,5702,normal
2026-09-10 17:59:50.962897744,192.168.10.13,54.239.28.85,TCP,52129,443,1,288,normal
2026-09-10 17:59:54.986539272,192.168.10.21,157.240.1.35,TCP,50623,443,1,488,normal
2026-09-10 17:59:58.794965759,192.168.10.13,192.168.10.1,UDP,60603,53,2,550,normal
2026-09-10 17:59:59.118967393,192.168.10.21,192.168.10.1,UDP,49894,53,4,2528,normal
2026-09-10 18:00:01.138978523,192.168.10.11,23.62.99.10,TCP,64933,80,18,18902,normal
2026-09-10 18:00:01.813531335,192.168.10.11,45.57.40.1,TCP,61929,443,32,24245,normal
2026-09-10 18:00:06.798020159,192.168.10.13,192.168.10.1,UDP,61553,53,37,8602,normal
2026-09-10 18:00:06.940903620,192.168.10.11,45.57.40.1,TCP,61914,443,1,1015,normal
2026-09-10 18:00:07.996161428,192.168.10.12,34.231.20.5,TCP,55195,8883,5,942,normal
2026-09-10 18:00:08.371527008,192.168.10.20,13.107.42.14,TCP,61180,443,11,8699,normal
2026-09-10 18:00:08.392483729,192.168.10.21,192.168.10.1,UDP,56609,53,39,25000,normal
2026-09-10 18:00:09.271997874,192.168.10.20,13.107.42.14,TCP,51809,443,16,8005,normal
2026-09-10 18:00:11.100079100,192.168.10.20,142.250.185.46,TCP,64962,443,12,8621,normal
2026-09-10 18:00:12.700737920,192.168.10.11,45.57.40.1,TCP,49904,443,39,36848,normal
2026-09-10 18:00:13.798788182,192.168.10.11,45.57.40.1,TCP,58957,443,7,6232,normal
2026-09-10 18:00:20.061981791,192.168.10.20,192.168.10.1,UDP,61893,53,21,12378,normal
2026-09-10 18:00:21.596686921,192.168.10.20,140.82.112.3,TCP,58703,443,18,10502,normal
2026-09-10 18:00:26.352418455,192.168.10.11,192.168.10.1,UDP,56953,53,33,29999,normal
2026-09-10 18:00:27.890086529,192.168.10.11,142.250.185.46,TCP,60305,443,11,10440,normal
2026-09-10 18:00:29.776793515,192.168.10.20,142.250.185.46,TCP,58704,443,1,658,normal
2026-09-10 18:00:30.393647419,192.168.10.20,13.107.42.14,TCP,55846,443,19,13191,normal
2026-09-10 18:00:30.958862441,192.168.10.11,45.57.40.1,TCP,56882,443,3,3144,normal
2026-09-10 18:00:32.346441121,192.168.10.11,23.62.99.10,TCP,65319,80,22,21443,normal
2026-09-10 18:00:35.339127655,192.168.10.11,45.57.40.1,TCP,58339,443,7,7040,normal
2026-09-10 18:00:39.194174805,192.168.10.20,140.82.112.3,TCP,53580,443,8,5690,normal
2026-09-10 18:00:44.956111146,192.168.10.13,54.239.28.85,TCP,49247,443,1,284,normal
2026-09-10 18:00:45.642817556,192.168.10.20,192.168.10.1,UDP,60861,53,16,8615,normal
2026-09-10 18:00:46.363967489,192.168.10.10,52.95.110.20,TCP,56074,443,76,36766,normal
2026-09-10 18:00:47.334802027,192.168.10.20,142.250.185.46,TCP,56797,443,25,17044,normal
2026-09-10 18:00:51.300848123,192.168.10.11,192.168.10.1,UDP,63480,53,19,20338,normal
2026-09-10 18:00:52.101807427,192.168.10.21,157.240.1.35,TCP,60715,443,32,22931,normal
2026-09-10 18:00:53.281109547,192.168.10.20,140.82.112.3,TCP,56705,443,4,2799,normal
2026-09-10 18:00:54.506396055,192.168.10.20,13.107.42.14,TCP,63759,443,24,19238,normal
2026-09-10 18:00:54.590130131,192.168.10.21,142.250.185.46,TCP,53247,443,53,26092,normal
2026-09-10 18:00:55.414997826,192.168.10.11,45.57.40.1,TCP,61255,443,32,26797,normal
2026-09-10 18:00:56.539514772,192.168.10.20,140.82.112.3,TCP,62511,443,5,3548,normal
2026-09-10 18:00:57.425793872,192.168.10.20,142.250.185.46,TCP,57952,443,27,21198,normal
2026-09-10 18:00:59.736308670,192.168.10.20,142.250.185.46,TCP,51628,443,24,17097,normal
2026-09-10 18:01:00.670628771,192.168.10.10,52.95.110.20,TCP,62722,443,13,7407,normal
2026-09-10 18:01:01.841550761,192.168.10.20,151.101.1.69,TCP,54840,443,72,43324,normal
2026-09-10 18:01:02.513878710,192.168.10.10,52.95.110.20,TCP,49484,443,6,3456,normal
2026-09-10 18:01:02.569666613,192.168.10.21,17.253.144.10,TCP,57998,443,2,1160,normal
2026-09-10 18:01:05.518646992,192.168.10.20,192.168.10.1,UDP,56694,53,10,5379,normal
2026-09-10 18:01:05.724915196,192.168.10.20,140.82.112.3,TCP,51635,443,8,4404,normal
2026-09-10 18:01:06.013544847,192.168.10.12,34.231.20.5,TCP,63340,8883,1,155,normal
2026-09-10 18:01:07.264762441,192.168.10.20,13.107.42.14,TCP,49320,443,46,34584,normal
2026-09-10 18:01:07.364941945,192.168.10.12,34.231.20.5,TCP,63656,8883,2,211,normal
2026-09-10 18:01:10.974887858,192.168.10.20,192.168.10.1,UDP,55521,53,9,4938,normal
2026-09-10 18:01:12.513413234,192.168.10.11,45.57.40.1,TCP,60803,443,7,7251,normal
2026-09-10 18:01:14.014868442,192.168.10.21,157.240.1.35,TCP,65481,443,7,3417,normal
2026-09-10 18:01:14.260382085,192.168.10.11,192.168.10.1,UDP,60700,53,17,13946,normal
2026-09-10 18:01:15.801729011,192.168.10.12,192.168.10.1,UDP,63415,53,1,137,normal
2026-09-10 18:01:16.282646115,192.168.10.11,192.168.10.1,UDP,50286,53,48,45308,normal
2026-09-10 18:01:18.855507412,192.168.10.11,45.57.40.1,TCP,49725,443,27,25451,normal
2026-09-10 18:01:20.047723276,192.168.10.10,162.159.200.1,UDP,64883,123,8,4192,normal
2026-09-10 18:01:22.378880771,192.168.10.11,45.57.40.1,TCP,55457,443,34,35313,normal
2026-09-10 18:01:22.709165332,192.168.10.21,157.240.1.35,TCP,59339,443,24,16418,normal
2026-09-10 18:01:23.395164418,192.168.10.10,52.95.110.20,TCP,52407,443,1,358,normal
2026-09-10 18:01:26.997785429,192.168.10.13,54.239.28.85,TCP,60688,443,14,3697,normal
2026-09-10 18:01:27.263077900,192.168.10.11,45.57.40.1,TCP,57568,443,15,13972,normal
2026-09-10 18:01:29.358442303,192.168.10.11,192.168.10.1,UDP,61292,53,6,5596,normal
2026-09-10 18:01:30.430923947,192.168.10.10,52.95.110.20,TCP,55119,443,34,17874,normal
2026-09-10 18:01:31.674777806,192.168.10.21,17.253.144.10,TCP,64526,443,12,7481,normal
2026-09-10 18:01:32.200102395,192.168.10.20,151.101.1.69,TCP,62376,443,45,35182,normal
2026-09-10 18:01:32.676991860,192.168.10.11,192.168.10.1,UDP,57283,53,2,1817,normal
2026-09-10 18:01:33.602275313,192.168.10.21,157.240.1.35,TCP,58993,443,3,1761,normal
2026-09-10 18:01:34.409587793,192.168.10.11,142.250.185.46,TCP,61174,443,5,4848,normal
2026-09-10 18:01:34.635872122,192.168.10.10,52.95.110.20,TCP,52548,443,2,1043,normal
2026-09-10 18:01:34.871309010,192.168.10.11,45.57.40.1,TCP,58207,443,21,17750,normal
2026-09-10 18:01:39.647480134,192.168.10.13,192.168.10.1,UDP,51407,53,15,4912,normal
2026-09-10 18:01:41.521373764,192.168.10.20,140.82.112.3,TCP,58998,443,26,19113,normal
2026-09-10 18:01:44.370072321,192.168.10.20,192.168.10.1,UDP,64604,53,9,5535,normal
2026-09-10 18:01:45.386166458,192.168.10.10,52.95.110.20,TCP,59049,443,20,8191,normal
2026-09-10 18:01:46.930327585,192.168.10.11,45.57.40.1,TCP,54356,443,11,10082,normal
2026-09-10 18:01:47.232544813,192.168.10.10,192.168.10.1,UDP,54900,53,1,525,normal
2026-09-10 18:01:47.315619102,192.168.10.10,162.159.200.1,UDP,60613,123,7,3978,normal
2026-09-10 18:01:48.100666708,192.168.10.20,142.250.185.46,TCP,54350,443,9,8479,normal
2026-09-10 18:01:48.580673483,192.168.10.21,17.253.144.10,TCP,64343,443,29,13123,normal
2026-09-10 18:01:49.206616000,192.168.10.13,162.159.200.1,UDP,49916,123,9,2380,normal
2026-09-10 18:01:50.901610259,192.168.10.11,142.250.185.46,TCP,50266,443,25,22195,normal
2026-09-10 18:01:52.055614436,192.168.10.20,142.250.185.46,TCP,59741,443,11,11297,normal
2026-09-10 18:01:52.690122655,192.168.10.11,192.168.10.1,UDP,57944,53,14,11950,normal
2026-09-10 18:01:54.161837731,192.168.10.10,52.95.110.20,TCP,54132,443,2,846,normal
2026-09-10 18:01:56.064302419,192.168.10.21,17.253.144.10,TCP,59920,443,9,5609,normal
2026-09-10 18:01:56.926884498,192.168.10.11,45.57.40.1,TCP,56554,443,13,13500,normal
2026-09-10 18:01:58.152320425,192.168.10.12,192.168.10.1,UDP,53286,53,1,107,normal
2026-09-10 18:02:01.573375410,192.168.10.20,13.107.42.14,TCP,62879,443,9,5107,normal
2026-09-10 18:02:02.150072958,192.168.10.13,54.239.28.85,TCP,49905,443,10,2919,normal
2026-09-10 18:02:02.759705920,192.168.10.21,142.250.185.46,TCP,57196,443,2,1113,normal
2026-09-10 18:02:06.330703824,192.168.10.11,45.57.40.1,TCP,57530,443,1,860,normal
2026-09-10 18:02:08.057473270,192.168.10.21,17.253.144.10,TCP,63340,443,2,1375,normal
2026-09-10 18:02:09.305775724,192.168.10.11,142.250.185.46,TCP,62603,443,28,28193,normal
2026-09-10 18:02:10.424441289,192.168.10.10,52.95.110.20,TCP,50575,443,1,405,normal
2026-09-10 18:02:11.235517214,192.168.10.20,151.101.1.69,TCP,61365,443,20,10005,normal
2026-09-10 18:02:12.457263841,192.168.10.13,54.239.28.85,TCP,57872,443,9,2183,normal
2026-09-10 18:02:16.631966550,192.168.10.10,52.95.110.20,TCP,54126,443,7,5344,normal
2026-09-10 18:02:17.135937769,192.168.10.12,34.231.20.5,TCP,58988,8883,4,465,normal
2026-09-10 18:02:17.996000709,192.168.10.20,151.101.1.69,TCP,57895,443,11,8322,normal
2026-09-10 18:02:21.257303201,192.168.10.11,142.250.185.46,TCP,54802,443,11,8753,normal
2026-09-10 18:02:21.350025236,192.168.10.10,52.95.110.20,TCP,59839,443,46,21506,normal
2026-09-10 18:02:25.333561023,192.168.10.21,17.253.144.10,TCP,49608,443,1,434,normal
2026-09-10 18:02:25.558526302,192.168.10.20,13.107.42.14,TCP,50547,443,22,17517,normal
2026-09-10 18:02:27.564177705,192.168.10.11,45.57.40.1,TCP,60047,443,48,48200,normal
2026-09-10 18:02:28.588640419,192.168.10.11,45.57.40.1,TCP,50616,443,35,29736,normal
2026-09-10 18:02:31.586842314,192.168.10.20,13.107.42.14,TCP,65149,443,2,1229,normal
2026-09-10 18:02:34.732393205,192.168.10.21,192.168.10.1,UDP,62400,53,4,2615,normal
2026-09-10 18:02:35.032805566,192.168.10.13,192.168.10.1,UDP,57715,53,20,5706,normal
2026-09-10 18:02:35.851408345,192.168.10.20,151.101.1.69,TCP,52015,443,12,7974,normal
2026-09-10 18:02:36.313095665,192.168.10.10,52.95.110.20,TCP,61705,443,18,8980,normal
2026-09-10 18:02:37.737892152,192.168.10.11,45.57.40.1,TCP,64772,443,15,16519,normal
2026-09-10 18:02:38.299769981,192.168.10.20,142.250.185.46,TCP,64845,443,14,8021,normal
2026-09-10 18:02:39.932807639,192.168.10.11,45.57.40.1,TCP,49948,443,1,947,normal
2026-09-10 18:02:40.030860612,192.168.10.21,192.168.10.1,UDP,50933,53,33,20085,normal
2026-09-10 18:02:40.724173497,192.168.10.20,142.250.185.46,TCP,52799,443,7,4069,normal
2026-09-10 18:02:41.277256996,192.168.10.12,34.231.20.5,TCP,61050,8883,1,218,normal
2026-09-10 18:02:42.911848074,192.168.10.11,45.57.40.1,TCP,51635,443,2,1939,normal
2026-09-10 18:02:44.067670223,192.168.10.10,192.168.10.1,UDP,56224,53,13,6346,normal
2026-09-10 18:02:44.229312933,192.168.10.20,142.250.185.46,TCP,53300,443,1,649,normal
2026-09-10 18:02:44.492062120,192.168.10.20,192.168.10.1,UDP,63566,53,47,28222,normal
2026-09-10 18:02:44.554882885,192.168.10.21,17.253.144.10,TCP,62788,443,19,8556,normal
2026-09-10 18:02:46.369747173,192.168.10.11,142.250.185.46,TCP,64432,443,19,16210,normal
2026-09-10 18:02:46.738729772,192.168.10.11,142.250.185.46,TCP,65206,443,1,740,normal
2026-09-10 18:02:49.157525783,192.168.10.21,17.253.144.10,TCP,63815,443,12,6524,normal
2026-09-10 18:02:49.300793672,192.168.10.11,142.250.185.46,TCP,62803,443,17,14159,normal
2026-09-10 18:02:51.288784248,192.168.10.20,192.168.10.1,UDP,55679,53,10,8075,normal
2026-09-10 18:02:52.267008170,192.168.10.20,142.250.185.46,TCP,58630,443,3,1547,normal
2026-09-10 18:02:52.378091994,192.168.10.20,140.82.112.3,TCP,58691,443,1,842,normal
2026-09-10 18:02:52.901666803,192.168.10.21,157.240.1.35,TCP,63538,443,10,5090,normal
2026-09-10 18:02:53.290429580,192.168.10.20,142.250.185.46,TCP,55084,443,1,561,normal
2026-09-10 18:02:56.129055228,192.168.10.20,142.250.185.46,TCP,57595,443,14,7739,normal
2026-09-10 18:02:57.072479163,192.168.10.20,142.250.185.46,TCP,51895,443,4,2988,normal
2026-09-10 18:02:57.270953755,192.168.10.10,52.95.110.20,TCP,52452,443,4,2378,normal
2026-09-10 18:02:57.855098181,192.168.10.12,34.231.20.5,TCP,56925,8883,2,304,normal
2026-09-10 18:03:01.981920304,192.168.10.11,45.57.40.1,TCP,53146,443,19,14218,normal
2026-09-10 18:03:02.021046212,192.168.10.10,52.95.110.20,TCP,58947,443,8,3976,normal
2026-09-10 18:03:02.362266736,192.168.10.20,13.107.42.14,TCP,56494,443,35,25219,normal
2026-09-10 18:03:03.474635830,192.168.10.11,45.57.40.1,TCP,60994,443,7,7515,normal
